epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
3000,0.00028115659370087087,0.18181818181818182,0,2,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,20,19,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,18,18,0.0,1
3000,0.00028115659370087087,0.18181818181818182,21,22,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,12,17,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,21,21,0.0,1
3000,0.00028115659370087087,0.18181818181818182,8,1,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,3,19,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,3,10,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,8,9,1.4142135623730951,0.0
3000,0.00028115659370087087,0.18181818181818182,21,22,1.4142135623730951,0.0
