epoch,loss,accuracy,pred,true,euclidean,cosine_similarity
3000,0.00014925241703167558,0.2727272727272727,0,2,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,20,19,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,18,18,0.0,1
3000,0.00014925241703167558,0.2727272727272727,20,22,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,12,17,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,21,21,0.0,1
3000,0.00014925241703167558,0.2727272727272727,2,1,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,19,19,0.0,1
3000,0.00014925241703167558,0.2727272727272727,3,10,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,8,9,1.4142135623730951,0.0
3000,0.00014925241703167558,0.2727272727272727,20,22,1.4142135623730951,0.0
